event_id,landslide_trigger,landslide_size,fatality_count,admin_division_name,longitude,latitude,event_date,elevation,slope,aspect,ndvi,ndwi,population,soil_type,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d
428,snowfall_snowmelt,medium,0,Kashmir,75.2005989,33.25370152,2008-1-16,670,15.28023151,219.6203408,0.268257767,-0.3222849965,,4,5.371487141,23.50770283,57.50246906,65.6661129
443,downpour,medium,0,Kashmir,75.21320478,33.33280597,2008-02-03,1488,40.78724992,208.1371663,0.2631290257,-0.3296877742,2.500746965,7,0,3.142256021,3.142256021,100.2395704
452,rain,medium,0,Kashmir,75.24199719,33.24180017,2008-2-13,827,36.98310401,257.5873576,0.5795305967,-0.5506577492,8.179836273,7,0,6.010285378,6.010285378,48.53116274
481,snowfall_snowmelt,medium,25,Himachal Pradesh,77.1613013,32.28620144,2008-3-17,2388,41.61113805,165.0067118,0.6511496305,-0.6454626322,0.9140514135,7,0,5.135344148,5.135344148,12.41198075
488,rain,medium,2,Kashmir,77.26650042,34.21900325,2008-3-30,3379,2.166701657,211.1602426,0.05233136192,-0.1507654786,0.391712606,9,3.047153711,4.570730567,6.73754108,6.73754108
492,rain,medium,0,Kashmir,74.99849906,33.93370105,2008-04-05,1590,0.9274099369,0,0.3695057929,-0.3900036812,6.991352081,7,9.751368284,16.58445525,22.67378706,29.16781777
516,unknown,medium,12,Kashmir,75.74539849,33.14629961,2008-05-01,1278,33.05855199,340.9281215,0.5625329018,-0.5609793067,2.345854759,7,1.02122438,1.02122438,1.02122438,21.60353535
523,downpour,medium,0,Kashmir,74.98449748,33.95130112,2008-05-05,1596,2.419500107,292.5265818,0.1454045027,-0.1823872328,7.011182785,7,4.76798439,10.08704805,13.83456802,59.72661829
568,rain,medium,0,Himachal Pradesh,77.19300105,31.20770097,2008-06-03,863,28.00075771,214.7162521,0.7530508041,-0.6975744963,3.027746201,7,0,0,14.74694157,20.26976824
588,rain,medium,0,Kashmir,75.09439649,32.56589855,2008-6-15,346,10.8066246,115.0892786,0.5288136601,-0.5209366679,10.48916817,7,6.253404617,10.75988388,15.6116147,23.46040547
592,rain,medium,0,Himachal Pradesh,77.24659945,32.37120083,2008-6-18,3971,7.51810232,119.382353,-0.007048627827,-0.009127235971,0.08035057783,7,4.556630611,6.834945917,10.4067471,15.52103591
653,rain,medium,14,Uttarakhand,80.10000051,29.33000027,2008-7-18,1622,12.5004036,48.91766156,0.5293320417,-0.5604258776,5.987045288,4,35.49407387,63.62571335,117.0990658,199.9647913
697,rain,medium,0,Himachal Pradesh,77.08999582,31.13000113,2008-08-08,1684,27.17915324,203.8991554,0.4905585349,-0.545134306,1.162033677,7,15.66091514,21.11376452,47.6853435,102.4543684
715,monsoon,medium,0,Himachal Pradesh,77.12000111,31.0000005,2008-8-14,1440,28.02313098,54.69789115,0.5160865188,-0.5601782203,1.206344247,7,20.32681847,42.64458179,72.87363386,106.6475425
717,downpour,medium,0,Kashmir,74.92769745,33.00000096,2008-8-15,968,24.69231765,189.6668447,0.7623720765,-0.695753336,4.684641361,4,0,33.18674088,102.8524952,329.2927952
725,rain,medium,0,Himachal Pradesh,77.16000371,31.1000003,2008-8-17,1962,14.66807271,171.6944872,0.4812481403,-0.5440385342,175.2233429,4,12.4178009,44.6878047,80.3504622,109.0580351
796,downpour,medium,0,Himachal Pradesh,77.30000164,30.5599987,2008-9-19,897,6.552460502,9.419649756,0.08641295135,-0.1378223598,13.20971107,4,14.12536144,14.12536144,23.17146873,40.915766
797,downpour,large,38,Himachal Pradesh,77.16449848,31.1000003,2008-9-19,1883,15.31098475,229.4276441,0.3457968831,-0.374890238,165.8868408,4,0,0,8.12681675,21.40093637
798,downpour,medium,6,Himachal Pradesh,78.31500452,31.58700102,2008-9-19,2792,25.42429645,271.9515329,0.6667419672,-0.5648804903,1.124491572,9,0,0,14.60398197,27.63256884
804,rain,medium,0,Haryana,77.08000297,30.7000011,2008-9-22,939,31.50843533,79.34754323,0.7077285051,-0.6761023402,1.100900173,7,25.57441235,34.09921646,34.09921646,43.75060177
858,downpour,medium,2,Kashmir,74.63259861,33.65490021,2008-10-22,3010,44.83693775,186.7391963,0.5252385139,-0.5499731898,1.134512305,7,0,39.11452866,65.19087982,138.2460451
940,rain,medium,0,Kashmir,75.2470003,33.24499735,2008-12-20,1211,10.99181332,274.7807153,0.4374826849,-0.4786918461,2.83843255,7,31.20114946,54.6857028,110.6439052,110.6439052
942,unknown,medium,1,Himachal Pradesh,77.08899698,30.89500204,2008-12-21,1655,33.45827122,11.52664432,0.56800735,-0.5716911554,12.16016006,7,18.62998009,21.73497677,21.73497677,28.89008904
1072,downpour,large,15,Uttarakhand,80.20980141,29.58849881,2009-08-08,1640,4.258462806,90,0.1159780696,-0.1707836539,19.86385918,4,38.90457249,60.72250462,155.3443098,314.8811626
1097,continuous_rain,medium,0,Uttarakhand,80.1326991,29.40850274,2009-8-17,1646,20.40510258,87.50594412,0.6778227687,-0.6421214342,1.637311697,7,58.94232464,95.85460377,173.5616722,341.9181137
1130,downpour,medium,3,Uttarakhand,78.5658022,29.70360159,2009-09-01,432,30.39457556,335.6041124,0.6681839228,-0.5800254941,1.06324017,7,0,56.58259964,56.58259964,315.0776358
1134,rain,medium,0,Himachal Pradesh,77.22339429,32.3510011,2009-09-03,3272,11.93173647,174.7972153,0.2569794953,-0.3721671104,0.4953711331,7,27.6710434,47.69182014,47.69182014,112.8987751
1149,downpour,medium,0,Himachal Pradesh,76.90010054,31.54940188,2009-09-09,861,1.854334169,0,0.5718998313,-0.5425184965,14.07085609,4,0,28.35188293,220.2834396,323.9469452
1153,downpour,medium,0,Himachal Pradesh,78.61669838,31.88329937,2009-9-10,3296,29.40437876,329.5086705,0.09433431923,-0.176762253,0.4603001475,9,28.94133067,42.43570209,42.43570209,42.43570209
1154,downpour,medium,0,Himachal Pradesh,77.5795962,32.40349809,2009-9-10,4373,4.627367506,0,-0.05050310493,0.05299560353,0.002441520104,9,5.505983353,11.47355652,41.58548069,48.19197607
1157,downpour,small,0,Himachal Pradesh,77.16249634,31.10320193,2009-9-12,2032,30.66779271,144.9795921,0.6926863194,-0.6534693241,186.5897217,7,0,0,258.9176941,378.8428879
1384,downpour,medium,0,Kashmir,74.94890048,33.02890039,2010-01-03,1759,41.06800136,330.8249235,0.1665779799,-0.1673519313,4.429538727,4,0,0,8.18110466,29.14419198
1475,downpour,medium,0,Kashmir,75.80110158,33.15949855,2010-02-06,1134,35.31251983,295.7339005,0.4143538475,-0.4699385464,1.726761699,7,4.874398232,4.874398232,19.89952707,23.52687311
1487,downpour,medium,1,Kashmir,74.02249994,34.08760246,2010-02-08,1391,7.844665282,96.74740103,0.6263076067,-0.6303425431,5.314298153,7,67.98355007,67.98355007,86.41662765,102.7560549
1498,rain,medium,0,Kashmir,74.12130024,34.15100196,2010-2-10,1444,11.20817047,191.3867451,0.3195876181,-0.3312825263,3.060091496,7,49.37096024,87.32422543,102.8687086,115.5268714
1521,downpour,medium,2,Uttarakhand,78.50939903,30.38299914,2010-2-23,725,7.063613384,229.216866,-0.4088027775,0.7110117674,1.546506643,4,0,0,5.012580395,52.60159338
1526,downpour,medium,2,Kashmir,74.94020077,33.00969951,2010-2-26,1386,30.78374342,218.0000553,0.6729179025,-0.6353572011,4.367264271,4,4.140175223,4.140175223,4.140175223,79.60019362
1768,downpour,medium,0,Kashmir,76.34158922,34.38662978,2010-4-20,3268,22.89124234,232.1634724,0.05893417075,-0.1362586617,0.5433402061,9,5.598295629,5.598295629,10.71009678,33.56761688
1769,downpour,medium,0,Kashmir,76.34149112,34.38667437,2010-4-20,3260,25.59656578,227.4810804,0.05256199837,-0.1178903803,0.5433402061,9,5.598295629,5.598295629,10.71009678,33.56761688
1871,downpour,medium,0,Kashmir,75.62329938,34.39509761,2010-5-17,3873,27.97783901,347.1981769,-0.007905383594,0.003964469302,0.2812661231,7,15.48680067,49.9033308,87.8384757,132.0182707
1901,downpour,medium,0,Kashmir,74.02559456,34.09000146,2010-5-25,1314,16.32661026,27.84663036,0.4909233153,-0.4782005847,11.07407379,7,9.77986145,9.77986145,49.26773834,138.4040961
1908,rain,medium,0,Kashmir,77.60009914,34.56279994,2010-5-27,3117,0,0,0.009015653282,-0.03241564706,0.01900626346,9,0,4.962259769,18.23122597,24.37190104
1946,downpour,medium,0,Kashmir,74.02559456,34.09009956,2010-06-05,1314,16.32661026,27.84663036,0.4909233153,-0.4782005847,11.07407379,7,133.9133797,133.9133797,160.5367317,255.0224848
1962,downpour,medium,0,Himachal Pradesh,77.17235987,31.0990728,2010-06-09,2071,18.68215548,231.5113643,0.4174957573,-0.4690861702,192.4033356,7,99.9968605,126.325634,126.325634,126.325634
2040,downpour,medium,0,Uttarakhand,78.32969726,30.63800176,2010-07-06,905,41.52803343,273.1434912,0.7361952662,-0.6668501496,5.531934738,4,129.7547913,129.7547913,234.0347061,234.0347061
2041,downpour,medium,0,Uttarakhand,78.88469481,30.24849928,2010-07-06,929,26.67449429,42.17521758,0.6966044903,-0.6618102193,1.367909908,7,64.119133,64.119133,80.59339809,126.0054672
2046,downpour,medium,0,Himachal Pradesh,77.24980108,32.3732966,2010-07-07,3948,7.790474485,325.918294,-0.01734160632,0.01384021249,0.08052168041,7,0,0,0,42.09329319
2047,downpour,medium,0,Himachal Pradesh,78.07199689,32.21900279,2010-07-07,3597,3.413141369,105.7487605,0.1383663118,-0.2440266162,0.3334175944,9,9.648777962,9.648777962,9.648777962,44.96586227
2048,downpour,medium,0,Himachal Pradesh,76.8529946,32.65980276,2010-07-07,3669,26.18268971,188.9994026,0.2409567237,-0.2719784081,0.05917047709,9,0,0,0,0
2049,downpour,medium,0,Himachal Pradesh,77.95210058,31.50410187,2010-07-07,3587,35.67414292,208.427978,0.2205604166,-0.3695403636,0.06399606913,9,81.99653244,81.99653244,129.8859215,177.7753105
2050,downpour,medium,0,Himachal Pradesh,78.43540025,31.64500055,2010-07-07,2874,26.04448665,76.59270059,0.1061726436,-0.173951894,0.1329344809,9,48.80460262,48.80460262,62.05448246,136.7220483
2051,downpour,medium,0,Himachal Pradesh,77.17929824,31.1011017,2010-07-07,2270,22.23075682,283.7471042,0.6114932299,-0.591766119,13.91370201,4,199.4525795,199.4525795,227.951932,384.9971759
2056,downpour,medium,0,Himachal Pradesh,77.21060113,32.30400217,2010-7-11,3100,17.85532021,197.2938362,0.7626421452,-0.7309815288,0.2567324042,7,0,0,0,21.29440594
2091,downpour,medium,0,Himachal Pradesh,77.54350423,30.63579896,2010-7-17,1646,30.54266259,322.7124173,0.675943315,-0.6443399787,1.004412651,7,13.31385136,100.1839609,340.0127945,451.0935974
2103,downpour,medium,0,Uttarakhand,78.61150353,29.98620158,2010-7-20,1025,35.78134233,164.970696,0.619197309,-0.6477811933,0.6931651831,6,62.05520248,62.05520248,182.394928,375.1857834
2104,downpour,medium,0,Uttarakhand,80.12600153,29.3600011,2010-7-20,1380,22.97868216,74.50059436,0.776843369,-0.676184535,0.6051058173,7,37.17757225,63.53882122,146.696681,234.1414452
2105,downpour,medium,1,Uttarakhand,79.55190118,29.35759764,2010-7-20,1338,4.248813237,270,0.2417061329,-0.3222682178,8.648342133,4,56.41221619,72.52999115,170.1840591,285.228817
2118,downpour,medium,1,Uttarakhand,75.20300235,33.38930278,2010-7-22,1556,4.434450612,270,0.425411731,-0.4825031757,4.850820065,7,33.57326794,47.00257492,93.72508717,133.6249461
2120,downpour,medium,0,Kashmir,79.66280349,29.60950118,2010-7-22,1489,23.41786317,261.4018728,0.5572407246,-0.5634099245,12.02193928,4,26.17913628,69.81102848,127.6648397,268.8060179
2135,downpour,medium,0,Himachal Pradesh,76.36409876,32.20670013,2010-7-25,1311,9.162713798,225.3704132,0.681233108,-0.6307144761,4.784786224,7,130.9026947,224.6452084,424.3415451,645.7875214
2136,downpour,medium,0,Himachal Pradesh,77.09690297,30.90400051,2010-7-25,1445,20.20227443,235.1177418,0.5523190498,-0.5682430863,16.43463516,7,120.908041,136.1322489,298.8226318,513.9704247
2137,downpour,medium,0,Himachal Pradesh,77.28890294,30.55890176,2010-7-25,883,11.03895424,240.1411004,0.11998564,-0.1533529758,13.84407902,4,73.18729401,95.65033913,237.0990496,451.3516874
2138,downpour,medium,0,Himachal Pradesh,77.16750391,31.09309761,2010-7-25,1920,26.00028668,195.7419466,0.3452976346,-0.4160844982,10.92442608,4,55.29340744,72.73439598,225.7105293,440.7260141
2139,downpour,medium,2,Himachal Pradesh,77.17269877,31.10540027,2010-7-25,2199,20.89802234,43.88509068,0.2380951345,-0.3169685304,211.3073883,4,55.29340744,72.73439598,225.7105293,440.7260141
2161,downpour,medium,0,Uttarakhand,78.45169826,30.74670126,2010-7-29,1174,20.14859954,77.25596783,0.5878775716,-0.5682473183,3.788622618,7,81.01282501,188.3612061,304.8350334,564.6824188
2162,downpour,medium,0,Uttarakhand,79.3425999,30.40539721,2010-7-29,1052,39.57189005,340.0828408,0.1851444244,-0.1669293493,5.749558449,7,34.70096111,91.89253902,165.2205458,292.1910791
2183,downpour,medium,0,Himachal Pradesh,77.13249997,31.06550023,2010-7-31,1861,34.96618903,283.3839815,0.6875200868,-0.6465870142,4.531736374,4,23.22540283,228.5419922,297.8972168,602.6133499
2198,downpour,medium,0,Himachal Pradesh,77.41380236,32.75710035,2010-08-04,4884,9.357350627,207.8559182,-0.01624913886,0.00897213351,0.004040925298,9,4.817196369,4.817196369,49.78919649,78.51579142
2202,downpour,medium,5,Uttarakhand,79.33509969,30.40679737,2010-08-05,1002,36.81164853,185.7573586,0.5262595415,-0.551515162,5.443369389,7,42.44707489,146.5499601,238.4424992,384.2132263
2206,downpour,large,182,Kashmir,77.4870966,34.14160218,2010-08-06,3189,8.578389292,164.9707173,0.04218300432,-0.1080051959,2.015679121,9,22.50573468,22.50573468,57.96774793,57.96774793
2207,downpour,very_large,234,Kashmir,77.6538001,34.14810355,2010-08-06,3758,5.547544895,180,0.2696130276,-0.3867883086,0.3138296008,9,21.22812819,21.22812819,59.30592132,59.30592132
2208,downpour,large,0,Kashmir,77.35040286,34.21160114,2010-08-06,3317,42.60008862,128.0348364,0.07021341473,-0.1675361395,0.1700970978,9,27.26562238,27.26562238,92.00396466,92.00396466
2209,downpour,large,0,Kashmir,77.51010111,34.20799819,2010-08-06,3784,9.310805061,107.2300002,0.1503277421,-0.2568368316,0.3146003783,9,40.31436396,40.31436396,129.5529428,129.5529428
2210,downpour,very_large,0,Kashmir,77.55280146,34.1619,2010-08-06,3643,24.20390049,205.7996206,0.05199786276,-0.1431755871,2.726959229,9,22.50573468,22.50573468,57.96774793,57.96774793
2211,downpour,large,0,Kashmir,77.32650208,34.30609841,2010-08-06,4043,17.25686204,297.9693992,0.07380926609,-0.161248669,0.07077653706,9,10.34895313,10.34895313,39.60864246,39.60864246
2212,downpour,large,0,Kashmir,77.59709817,34.14820165,2010-08-06,3563,23.36896698,193.0817501,0.04847231135,-0.1275252104,1.67845428,9,20.8995862,20.8995862,55.5741353,55.5741353
2213,downpour,large,11,Kashmir,77.58740408,34.11140068,2010-08-06,3231,2.780288516,0,0.08459471166,-0.1589183807,1.908077121,9,10.51183605,10.51183605,29.26150608,29.26150608
2215,downpour,medium,0,Himachal Pradesh,77.24680457,32.37100017,2010-08-06,3969,6.812700984,285.7236908,-0.01257071551,0.001471623546,0.08035057783,7,38.18976593,53.19855499,116.5109482,167.3694363
2226,downpour,medium,0,Uttarakhand,75.76270426,33.33400101,2010-08-09,1612,4.315405751,210.8987702,0.4709663093,-0.5208632946,1.338478923,7,18.39157104,47.34637833,87.28025055,175.7567358
2227,downpour,medium,0,Uttarakhand,79.53060006,30.64630014,2010-08-09,2051,26.59832339,52.10304352,0.6626967192,-0.6276561618,0.7240485549,7,0,139.6525059,300.4802055,440.0561943
2228,downpour,medium,0,Uttarakhand,78.34750245,30.67849931,2010-08-09,949,37.34443544,150.4387379,0.4083626568,-0.4512135684,2.725782633,7,74.19651794,221.3048,405.5191212,713.4983711
2229,downpour,medium,1,Kashmir,78.36840225,30.51510001,2010-08-09,826,22.60496643,54.32499906,0.4354598224,-0.44935444,1.703456163,7,32.76087952,145.5307913,268.5336199,519.6614141
2234,downpour,medium,0,Himachal Pradesh,77.11039621,31.95799823,2010-8-11,1232,1.433324484,130.3124664,0.2284738719,-0.3532932103,8.523755074,7,26.92288589,69.50293255,121.281167,364.5905724
2241,rain,medium,0,Himachal Pradesh,78.6178622,30.80199857,2010-8-13,1629,33.61723338,166.8925451,0.3268329501,-0.4644767046,1.426962495,7,23.53434181,97.49941635,317.0687981,553.6003666
2242,downpour,medium,0,Uttarakhand,76.99099932,30.85219913,2010-8-13,1244,13.88824263,97.52384013,0.6463620663,-0.631608367,3.438817501,4,101.5877609,152.2045784,271.2577782,584.0680857
2246,downpour,medium,2,Himachal Pradesh,77.09580157,30.90120019,2010-8-14,1403,13.24987864,74.03854441,0.8245883584,-0.7480949759,15.70255756,7,54.05412674,144.6357307,237.3000164,581.8699007
2257,downpour,medium,0,Uttarakhand,79.49709883,30.72840111,2010-8-16,3062,22.18331606,236.2342019,0.5969733596,-0.5772448182,0.2732054591,7,41.93262863,41.93262863,195.6033344,419.4196949
2268,downpour,large,18,Uttarakhand,79.92610003,30.01339763,2010-8-18,1702,22.29271057,50.82088859,0.5884793401,-0.5991675258,0.8711296916,4,49.53808212,49.53808212,166.1098232,421.8959656
2290,downpour,medium,0,Uttarakhand,79.02639612,30.65090193,2010-8-20,1985,33.3999714,267.1856377,0.690739572,-0.605661869,0.8234710693,7,25.97656441,77.92969322,158.7446423,608.7176676
2291,downpour,medium,0,Uttarakhand,78.41509796,30.96599985,2010-8-20,2428,53.53674291,257.5656555,0.5380165577,-0.5846148133,0.4435012341,7,68.05470276,99.08674812,238.8609085,659.4188156
2292,downpour,medium,0,Uttarakhand,78.61859796,30.81830105,2010-8-20,1609,21.4291082,54.73037792,0.3731324971,-0.4432783127,3.815018892,7,54.96814156,73.29085541,138.8658094,495.5630159
2293,downpour,medium,0,Uttarakhand,78.64369824,30.7221004,2010-8-20,3286,41.53589445,224.5465511,0.8076699376,-0.784834981,0.09605431557,7,72.9920578,87.59046936,184.823245,628.528161
2294,downpour,medium,0,Uttarakhand,78.83709837,30.38459996,2010-8-20,2172,6.464860749,0,0.2282839864,-0.2983339727,1.600059032,7,49.80385208,49.80385208,125.4349241,472.6083431
2305,downpour,medium,0,Himachal Pradesh,77.77549788,31.53039719,2010-8-21,1239,22.75803145,295.1171912,0.6832485795,-0.666990459,3.368414402,9,34.86203003,57.94271851,141.4433098,425.3040123
2309,downpour,medium,1,Haryana,79.67239947,30.42379992,2010-8-22,5056,48.94135458,94.04297313,-0.01838274859,0.02107491158,0.05215783045,7,0,34.89582443,62.27996826,356.7740126
2310,downpour,medium,0,Uttarakhand,77.06659892,30.40839818,2010-8-22,301,0.9274099369,180,0.3352390826,-0.3991336226,2.234534979,7,54.74129105,144.9550056,308.618763,527.3525467
2339,downpour,medium,0,Himachal Pradesh,78.06410428,30.36499775,2010-8-26,776,3.715081822,299.9081624,0.2705649734,-0.2951335609,40.63285065,7,151.5863342,288.670208,456.7250366,908.7821026
2340,downpour,medium,0,Uttarakhand,75.95680447,32.70289998,2010-8-26,1995,41.19582198,98.50819676,0.5749408603,-0.582418263,0.9323754311,4,53.69686508,190.2952671,242.7068033,489.8734941
2378,downpour,medium,0,Uttarakhand,78.38960082,30.13500178,2010-09-03,373,5.653069406,49.14527804,0.1852749884,-0.2351841629,2.148894072,7,114.9809418,181.2312622,317.5858154,529.2033834
2379,downpour,medium,0,Uttarakhand,78.98290205,30.28509958,2010-09-03,651,9.255536064,6.605659996,0.3181288242,-0.3489864469,11.22694588,7,28.03042412,87.89925575,137.8489437,234.0775928
2380,downpour,medium,0,Uttarakhand,79.02780074,30.40079987,2010-09-03,1023,25.25389797,84.09088379,0.5519143939,-0.5620706677,6.161543369,7,59.39830971,97.56360435,97.56360435,239.7300205
2389,downpour,medium,0,Uttarakhand,79.38880064,30.50039836,2010-09-04,2139,35.8992531,317.5599382,0.8103574514,-0.7399909496,0.1093022674,7,63.93435669,142.7378616,142.7378616,276.2588253
2390,downpour,medium,0,Uttarakhand,78.62299909,30.79600108,2010-09-04,1876,15.70278673,290.2107617,0.8106402755,-0.756100297,0.6362124085,7,63.57370377,63.57370377,165.2002945,413.2636833
2391,downpour,medium,0,Uttarakhand,78.33989522,30.89869864,2010-09-04,1904,47.53350399,353.0579624,0.6056842208,-0.519048214,0.6193025112,7,48.57941818,171.3261986,287.2663002,526.2212315
2397,downpour,medium,0,Himachal Pradesh,77.14949806,32.0987007,2010-09-06,1591,6.35235079,316.6391424,0.7059754729,-0.6737300754,6.538250446,7,29.2250061,78.70459938,90.27171135,250.1519613
2414,downpour,medium,0,Haryana,76.98439985,30.70590049,2010-9-11,767,10.81530079,99.75715848,0.7003381252,-0.6677684188,1.015586615,4,41.5909462,122.0871086,218.5127163,392.7038517
2416,downpour,medium,0,Uttarakhand,78.4403008,30.7332972,2010-9-12,1466,40.43180914,188.9008229,0.7215046287,-0.7081902623,3.412759781,7,97.34723663,220.8124084,473.481781,690.9680786
2427,downpour,medium,0,Himachal Pradesh,77.21949703,32.3109004,2010-9-13,3388,30.77665927,324.6281399,0.2329277992,-0.124714382,0.3251068294,7,0,0,40.31135559,105.6395054
2432,downpour,medium,0,Himachal Pradesh,77.89499733,31.41350186,2010-9-15,3838,54.05620551,3.942947457,0.08070467412,-0.05270779133,0.5605778098,7,0,53.83430862,96.07678604,139.6307068
2440,downpour,very_large,0,Uttarakhand,79.49970295,30.75402311,2010-9-17,3145,15.05209603,302.8029453,0.2009920925,-0.3027369976,0.3945244253,7,0,0,0,130.2344398
2443,downpour,medium,4,Uttarakhand,79.53430111,29.60419931,2010-9-18,1788,2.977266995,20.97583263,0.3448160887,-0.3976206481,0.78481251,7,20.71163559,82.84654236,145.5092468,326.3261375
2444,downpour,medium,0,Uttarakhand,79.53710143,29.24839872,2010-9-18,490,2.318273359,113.5694255,0.2684737742,-0.2904735804,31.32933044,4,0,107.319252,201.7800426,495.9968004
2445,downpour,large,24,Uttarakhand,78.60069912,30.1454004,2010-9-18,487,23.04392255,197.9414965,0.1162502617,-0.196162641,5.165060043,4,0,83.72859192,193.0165291,476.408287
2452,downpour,medium,0,Himachal Pradesh,77.91369434,30.1977012,2010-9-19,520,13.78394463,142.3554823,0.4736284018,-0.4949663281,1.356271982,7,0,63.6578331,280.7013206,682.2265387
2453,downpour,medium,0,Himachal Pradesh,79.49400422,29.61309967,2010-9-19,1715,25.08656575,61.04673111,0.6546405554,-0.6343286037,1.246611357,4,106.547905,200.7879505,260.3693218,471.3409481
2454,downpour,medium,0,Himachal Pradesh,79.53220533,30.9012983,2010-9-19,5775,56.63517381,78.93788481,-0.01032712124,0.00447165966,0.009726488031,9,205.1586304,205.1586304,205.1586304,225.2926064
2455,downpour,medium,0,Himachal Pradesh,78.42649988,30.10349823,2010-9-19,700,38.51200581,159.3472226,0.7361784577,-0.697729528,0.6400857568,7,0,69.0749588,248.9986229,662.4018898
2456,downpour,medium,0,Himachal Pradesh,79.43559891,30.79910016,2010-9-19,4148,28.99648388,242.1392808,0.07675480843,-0.1180295572,0.04658617452,7,132.125946,172.1079445,172.1079445,263.8390007
2457,downpour,medium,0,Himachal Pradesh,77.97959986,31.56299768,2010-9-19,1558,50.36384988,11.80493649,0.513256371,-0.510989964,2.952478647,9,0,0,79.35762024,149.8586273
2458,downpour,medium,0,Himachal Pradesh,78.77559844,30.90149895,2010-9-19,5200,45.33488013,237.0444803,0.00434732344,-0.02839704603,0.03064219654,,30.76639366,30.76639366,147.9039974,327.8283749
2459,downpour,medium,0,Himachal Pradesh,79.32109811,29.5477025,2010-9-19,855,27.03853352,10.50353957,0.6970508099,-0.6444275975,1.546770334,7,93.40499115,184.5499573,276.2050896,598.3774815
2460,downpour,medium,0,Himachal Pradesh,77.18890314,31.98430246,2010-9-19,2288,39.13570116,206.4637038,0.3647501767,-0.5094447732,1.088352799,7,0,0,0,72.34842587
