system:index,aspect,elevation,label,ndvi,ndwi,point_id,population,rainfall_14d,rainfall_30d,rainfall_3d,rainfall_7d,road_distance_m,slope,soil_type,.geo
13,286.2950222911703,208,0,0.09948062325209749,-0.1008,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,6.864577293395996,145.940664768219,0.0,0.0,-9999,6.582053994598674,6,"{""type"":""Point"",""coordinates"":[74.25241567631787,28.720019776232803]}"
14,285.9503667195006,4511,0,0.5428820200261211,-0.5578021978021978,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,15.79079818725586,69.15553569793701,15.79079818725586,15.79079818725586,-9999,3.3711974214640144,9,"{""type"":""Point"",""coordinates"":[80.94770738373786,30.971489755500453]}"
15,101.60978128759501,4740,0,0.052474879047264604,-0.14540299716484406,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,4.09807825088501,4.09807825088501,0.0,4.09807825088501,-9999,35.90238078617966,9,"{""type"":""Point"",""coordinates"":[79.99607659171394,32.368624364008035]}"
16,30.02317354393362,240,0,0.06768953068592058,-0.12185870080606923,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,34.6108283996582,168.88381481170654,0.0,11.164861679077148,-9999,2.141451333015259,7,"{""type"":""Point"",""coordinates"":[76.24860458692785,30.092502243797984]}"
17,357.01793374459174,3587,0,0.008966861598440545,0.006907137375287797,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,82.78946113586426,300.7957515716553,28.56178092956543,58.10124206542969,-9999,20.446641214535422,7,"{""type"":""Point"",""coordinates"":[74.98599012723187,33.42439164178679]}"
18,192.2956356171007,5535,0,0.061208875286916604,-0.13968775677896467,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,36.09143085293204,9,"{""type"":""Point"",""coordinates"":[77.44997568569876,33.46737976211687]}"
19,-0.0,208,0,0.23858470053370232,-0.3272611734801949,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,10.575128555297852,145.51873016357422,0.0,0.0,-9999,2.7802885155465065,7,"{""type"":""Point"",""coordinates"":[75.03647060315807,29.936496667176204]}"
20,228.86137608971563,210,0,0.1778846153846154,-0.25910064239828695,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,8.5625319480896,192.5560383796692,0.0,0.9490594863891602,-9999,1.4095267779555873,7,"{""type"":""Point"",""coordinates"":[75.66918996094697,29.1268742937476]}"
21,22.728574874662794,3658,0,0.05352528608342562,-0.13705179282868526,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,8.191542625427246,0.0,0.0,-9999,24.5280253186153,9,"{""type"":""Point"",""coordinates"":[77.1826192984353,34.274368371390835]}"
22,113.77389718180592,168,0,0.2542901716068643,-0.24121960632960246,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,148.93486642837524,226.14556980133057,30.597739219665527,60.45522356033325,-9999,2.2994978003006454,7,"{""type"":""Point"",""coordinates"":[80.09787274810682,28.234774094079665]}"
23,153.9941703539109,2059,0,0.02006335797254488,-0.004506065857885615,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,158.45602798461914,621.8769569396973,54.37761688232422,76.35568618774414,-9999,25.93406497796412,7,"{""type"":""Point"",""coordinates"":[74.638400037237,33.374550910070354]}"
24,8.343681830669501,5218,0,0.18354675979821497,-0.24236252545824846,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,22.24571989026755,9,"{""type"":""Point"",""coordinates"":[79.29295377525777,35.094527838115944]}"
25,64.75532095827008,3453,0,0.909805261359754,-0.7740399873056173,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,128.3162546157837,172.09114360809326,77.12362861633301,89.97756671905518,-9999,37.203057631175746,7,"{""type"":""Point"",""coordinates"":[77.36172327557526,31.926150346040494]}"
26,229.59614140633758,231,0,0.39302172481895986,-0.2816474863718958,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,107.8477611541748,357.6497173309326,0.0,82.21197128295898,-9999,1.4306377661896819,4,"{""type"":""Point"",""coordinates"":[75.58387152738156,31.659415211755064]}"
27,270.0,203,0,0.6941719561454126,-0.5926227285055601,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,63.559783935546875,161.09938621520996,0.0,0.0,-9999,1.095606761279435,7,"{""type"":""Point"",""coordinates"":[73.47303243820504,32.172139207039315]}"
28,143.7086751104249,2504,0,-0.04823151125401929,0.07572209211553474,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,285.8176956176758,644.0489158630371,91.83049011230469,192.35446166992188,-9999,34.32696661083239,7,"{""type"":""Point"",""coordinates"":[75.76361154063613,32.744411616748366]}"
29,234.455935121347,4537,0,0.06584180291648255,-0.0811295383236217,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,9.485189411880926,9,"{""type"":""Point"",""coordinates"":[78.20518635497338,33.536960177450865]}"
30,204.13866517222715,1119,0,0.8305709023941068,-0.6797634136037178,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,202.79657554626465,327.2955856323242,54.853525161743164,104.41197299957275,-9999,28.806636589922764,7,"{""type"":""Point"",""coordinates"":[78.77381148898895,30.254016726118156]}"
31,22.22213960119323,2148,0,0.8148148148148148,-0.6415410385259631,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,139.26752281188965,248.46879959106445,71.88154029846191,71.88154029846191,-9999,21.90958252903481,9,"{""type"":""Point"",""coordinates"":[77.45110306285466,31.63775620622831]}"
32,266.3443469195701,1433,0,-0.05442176870748299,0.09511754068716094,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,557.8191833496094,831.2081604003906,159.38453102111816,356.7838382720947,-9999,26.92021916545912,4,"{""type"":""Point"",""coordinates"":[78.15318050888165,30.400024090331847]}"
33,315.8879327256193,4958,0,0.007654836464857342,-6.91085003455425E-4,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,39.8352798530923,9,"{""type"":""Point"",""coordinates"":[78.38899271138214,33.24420134233261]}"
34,225.56318635070372,2445,0,-0.014557670772676373,0.038776624795193886,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,416.8451976776123,654.754316329956,200.86328125,350.8045310974121,-9999,26.96105970194216,7,"{""type"":""Point"",""coordinates"":[76.60902975945353,32.13200702940458]}"
35,33.95992746794881,764,0,0.7700272479564033,-0.6855215360664245,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,180.96446990966797,528.169116973877,52.41188430786133,52.41188430786133,-9999,17.341936601809515,7,"{""type"":""Point"",""coordinates"":[74.05917683175491,33.36335271981358]}"
36,315.15642636223384,4524,0,0.06265876375952582,-0.13318284424379231,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,19.529580116271973,71.2934021949768,0.0,19.529580116271973,-9999,7.800075970443085,9,"{""type"":""Point"",""coordinates"":[80.68461801981536,33.081151860256774]}"
37,90.0,252,0,0.9182720373613543,-0.8561476181510074,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,59.27469730377197,208.7423505783081,0.0,0.0,-9999,1.0694814893926774,4,"{""type"":""Point"",""coordinates"":[76.8162224008593,29.872649456802538]}"
38,90.0,5146,0,-0.2635933806146572,0.2932501418037436,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,3.0808733701705933,4.933524250984192,0.0,3.0808733701705933,-9999,4.501205746772034,,"{""type"":""Point"",""coordinates"":[80.72718238933095,34.66208114537558]}"
39,189.51032620800507,2873,0,0.16656422864167178,-0.17815021725636251,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,24.977354049682617,98.70415115356445,10.124475479125977,10.124475479125977,-9999,25.453859454182954,7,"{""type"":""Point"",""coordinates"":[74.08075585945674,34.58006653684067]}"
40,158.8812475284348,1554,0,0.8797814207650273,-0.7542883634677793,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,167.5042552947998,482.27079582214355,53.26927947998047,87.35362243652344,-9999,28.278122459953106,7,"{""type"":""Point"",""coordinates"":[74.57597304086147,33.36615947594145]}"
41,48.59960477449551,322,0,0.7096002733173898,-0.5916030534351145,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,23.274471759796143,205.1332232952118,0.0,6.218480110168457,-9999,1.4022105981432544,6,"{""type"":""Point"",""coordinates"":[75.75930277579101,28.160420084696753]}"
42,228.91379722719327,161,0,0.9035369774919614,-0.8009126246408653,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,102.53838014602661,0.0,0.0,-9999,1.411004612688784,6,"{""type"":""Point"",""coordinates"":[73.47000693783907,29.31619991116783]}"
43,278.07021904938335,4235,0,0.054567022538552785,-0.14267352185089974,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,16.0559024810791,16.0559024810791,16.0559024810791,16.0559024810791,-9999,6.577640734711941,9,"{""type"":""Point"",""coordinates"":[79.61722196103473,31.707025586204633]}"
44,246.2635367847547,226,0,0.3006993006993007,-0.316658801321378,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,47.43320369720459,172.41399097442627,5.967300891876221,16.976855754852295,-9999,2.3029102136642354,4,"{""type"":""Point"",""coordinates"":[77.03589848684324,28.423179931791157]}"
45,171.17810007412376,4848,0,0.07724676886083559,-0.24185724185724186,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,45.14866065979004,78.51280403137207,21.624311447143555,21.624311447143555,-9999,13.805400819962253,9,"{""type"":""Point"",""coordinates"":[79.92516586841421,30.783382570236327]}"
46,128.2415590089524,5656,0,0.043533523991102635,-0.12891027844620145,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,7.05625057220459,7.05625057220459,0.0,0.0,-9999,36.214101330618945,9,"{""type"":""Point"",""coordinates"":[79.58618013324283,32.393273616058316]}"
47,337.3788786053228,5481,0,0.006119162640901771,-0.004824702476680605,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,17.317574501037598,17.317574501037598,12.402345657348633,12.402345657348633,-9999,51.230834552198324,9,"{""type"":""Point"",""coordinates"":[77.8456353697556,32.32616653022839]}"
48,310.868033573826,211,0,0.2661498708010336,-0.25399872040946897,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,10.811357498168945,135.2770004272461,0.0,0.0,-9999,4.244688715005314,7,"{""type"":""Point"",""coordinates"":[75.10556973089304,30.088461905993487]}"
49,314.7152907797364,5736,0,-0.05527638190954774,-0.016638935108153077,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,12.064671754837036,0.0,0.0,-9999,40.40709645177274,9,"{""type"":""Point"",""coordinates"":[79.99573032865207,33.947067206108755]}"
50,333.39357576295924,4615,0,0.04164152082076041,-0.04796599878567092,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,48.72077560424805,95.40789031982422,48.72077560424805,48.72077560424805,-9999,20.817074180176075,9,"{""type"":""Point"",""coordinates"":[78.8777591309417,31.174178676814403]}"
51,122.60690950550092,701,0,0.47496206373292865,-0.39956803455723544,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,255.4811019897461,401.06266021728516,48.94968032836914,191.65573120117188,-9999,5.149598814856019,7,"{""type"":""Point"",""coordinates"":[76.57546489087692,31.468428826830067]}"
52,233.1282641976626,4541,0,0.08151549942594719,-0.18267419962335216,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,35.047358061677116,9,"{""type"":""Point"",""coordinates"":[78.68423976346347,33.21800422372972]}"
53,338.9058595391534,5903,0,-0.003575685339690107,-0.04412989175686927,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,35.42679365088609,,"{""type"":""Point"",""coordinates"":[78.61876787164259,34.71816892064827]}"
54,36.64604272347006,2792,0,0.00944759364232522,0.034753958975449036,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,34.01750707626343,113.6681580543518,16.30285406112671,34.01750707626343,-9999,22.96192146445377,7,"{""type"":""Point"",""coordinates"":[75.3637000786029,33.67986154849765]}"
55,216.64196558421418,4525,0,0.02288329519450801,-0.04074505238649592,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,34.86490345001221,67.17513370513916,22.64962387084961,22.64962387084961,-9999,31.184019663759695,9,"{""type"":""Point"",""coordinates"":[78.6314247062222,31.626739639367415]}"
56,209.64009328229093,234,0,0.06943620178041543,-0.1957531519575315,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,56.731557846069336,188.9212727546692,8.936878204345703,19.330747604370117,-9999,4.260630301296031,4,"{""type"":""Point"",""coordinates"":[77.23609750193685,28.5109431081311]}"
57,108.51813513783088,4560,0,0.12988929889298892,-0.24522163481089873,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,17.68475103378296,17.68475103378296,17.68475103378296,17.68475103378296,-9999,24.64161130421803,9,"{""type"":""Point"",""coordinates"":[79.9168412073218,31.132287412607266]}"
58,22.257267159436932,3422,0,-0.0016755521706016757,0.05521118639181202,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,86.82586002349854,166.0832052230835,40.22658157348633,86.82586002349854,-9999,35.645449758477355,7,"{""type"":""Point"",""coordinates"":[75.91937034624637,33.45219960347407]}"
59,299.1644096187335,4143,0,0.03471826977803073,-0.08149910767400356,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,0.0,0.0,0.0,0.0,-9999,57.35996934905029,9,"{""type"":""Point"",""coordinates"":[77.25960837662235,33.78175267500683]}"
60,325.56956494304484,4982,0,-0.030303030303030304,-0.10344827586206896,"NL_ee.String({
  ""type"": ""Invocation"",
  ""arguments"": {
    ""element"": {
      ""type"": ""ArgumentRef"",
      ""value"": ""_MAPPING_VAR_0_0""
    }
  },
  ""functionName"": ""Feature.id""
})",,195.8805980682373,245.81818389892578,81.42290496826172,142.99057579040527,-9999,45.58273666051713,,"{""type"":""Point"",""coordinates"":[76.54981726914824,32.68875617674212]}"
