event_id,landslide_trigger,landslide_size,fatality_count,admin_division_name,longitude,latitude,event_date,elevation,slope,aspect,ndvi,ndwi,population,soil_type,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,label,system:index,point_id,road_distance_m,.geo,rainfall_ratio_3d_7d,rainfall_ratio_7d_14d,rainfall_ratio_14d_30d,rainfall_acceleration,high_short_term_rain,sustained_heavy_rain,slope_elevation_product,steep_low_elevation,north_facing,low_veg_steep
177.0,rain,large,2.0,Himachal Pradesh,77.59139944,32.73340023,2007-8-12,5761,15.48722457,283.5142496,-0.05427479744,0.07759251446,0.001432946301,,1.993797719,1.993797719,1.993797719,1.993797719,1,,,,,1.0,1.0,1.0,0.0,0,0,89.22190074777001,0,0,0
178.0,rain,medium,11.0,Himachal Pradesh,76.26650241,32.09850004,2007-8-12,774,6.604858232,261.9635538,0.2495967448,-0.2734382749,9.025399208,4.0,22.41358757,62.83369446,96.72623634,172.1153717,1,,,,,0.35671287137617724,0.649603425477394,0.5619848790065972,1.8033751519592185,0,0,5.112160271568,0,0,0
234.0,rain,medium,0.0,Kashmir,75.30979782,33.16620058,2007-09-05,946,28.84262459,357.9876943,0.2351304442,-0.2834295034,3.310926437,7.0,5.207120895,11.99086475,45.97051239,119.4482698,1,,,,,0.4342573286884918,0.26083817922830854,0.38485708053345113,1.3027820924061722,0,0,27.28512286214,1,1,1
237.0,rain,large,0.0,Uttarakhand,80.21669964,29.5832995,2007-09-06,1579,10.88920522,255.3779454,0.389834851,-0.4269765317,47.18540573,4.0,122.0335236,140.816246,189.1653261,299.037333,1,,,,,0.8666153733426468,0.7444083379506833,0.6325809697480147,0.15391444781653435,1,0,17.194055042379997,0,0,0
395.0,rain,medium,13.0,Kashmir,76.83271015,34.93977235,2007-12-16,4782,48.88679464,271.6191724,0.00834149681,-0.02784186788,0.008055598475,9.0,2.120476007,4.255450755,7.407230824,11.78144976,1,,,,,0.49829645061889577,0.5744995472818277,0.6287198074000021,1.0068374935401945,0,0,233.77665196848,0,0,1
410.0,rain,medium,1.0,Kashmir,75.54640218,33.15169958,2008-01-06,1200,37.04404653,92.45846509,0.3364379704,-0.3857414424,13.68445492,7.0,2.596991062,2.596991062,2.596991062,16.97579241,1,,,,,1.0,1.0,0.15298202282858853,0.0,0,0,44.452855836000005,1,0,0
416.0,rain,medium,0.0,Kashmir,75.19230051,33.43409891,2008-01-07,1703,35.28768849,61.29253374,0.6032790542,-0.5854474902,4.919126511,7.0,6.05556345,8.759898663,8.759898663,45.11641741,1,,,,,0.6912823632969006,1.0,0.19416210696415756,0.446586884165172,0,0,60.094933498470006,1,0,0
419.0,rain,medium,0.0,Kashmir,75.24528355,33.23738121,2008-01-09,875,32.85292085,219.0045166,0.1671039462,-0.2202363312,7.944568634,7.0,22.34680796,22.34680796,22.34680796,47.62740898,1,,,,,1.0,1.0,0.46920058089626526,0.0,0,0,28.746305743749996,1,0,1
428.0,snowfall_snowmelt,medium,0.0,Kashmir,75.2005989,33.25370152,2008-1-16,670,15.28023151,219.6203408,0.268257767,-0.3222849965,,4.0,5.371487141,23.50770283,57.50246906,65.6661129,1,,,,,0.22849902348369955,0.4088120599738296,0.8756795022657722,3.376386317779328,0,0,10.2377551117,0,0,0
443.0,downpour,medium,0.0,Kashmir,75.21320478,33.33280597,2008-02-03,1488,40.78724992,208.1371663,0.2631290257,-0.3296877742,2.500746965,7.0,0.0,3.142256021,3.142256021,100.2395704,1,,,,,0.0,1.0,0.03134746097235867,0.0,0,0,60.69142788096,1,0,1
452.0,rain,medium,0.0,Kashmir,75.24199719,33.24180017,2008-2-13,827,36.98310401,257.5873576,0.5795305967,-0.5506577492,8.179836273,7.0,0.0,6.010285378,6.010285378,48.53116274,1,,,,,0.0,1.0,0.12384383638610509,0.0,0,0,30.58502701627,1,0,0
481.0,snowfall_snowmelt,medium,25.0,Himachal Pradesh,77.1613013,32.28620144,2008-3-17,2388,41.61113805,165.0067118,0.6511496305,-0.6454626322,0.9140514135,7.0,0.0,5.135344148,5.135344148,12.41198075,1,,,,,0.0,1.0,0.4137409049719965,0.0,0,0,99.3673976634,0,0,0
488.0,rain,medium,2.0,Kashmir,77.26650042,34.21900325,2008-3-30,3379,2.166701657,211.1602426,0.05233136192,-0.1507654786,0.391712606,9.0,3.047153711,4.570730567,6.73754108,6.73754108,1,,,,,0.6666666665937389,0.6783974320494979,1.0,0.5000000001640875,0,0,7.3212848990029995,0,0,0
492.0,rain,medium,0.0,Kashmir,74.99849906,33.93370105,2008-04-05,1590,0.9274099369,0.0,0.3695057929,-0.3900036812,6.991352081,7.0,9.751368284,16.58445525,22.67378706,29.16781777,1,,,,,0.5879824291485244,0.7314373733030904,0.7773563054593919,0.700731094036485,0,0,1.474581799671,0,1,0
516.0,unknown,medium,12.0,Kashmir,75.74539849,33.14629961,2008-05-01,1278,33.05855199,340.9281215,0.5625329018,-0.5609793067,2.345854759,7.0,1.02122438,1.02122438,1.02122438,21.60353535,1,,,,,1.0,1.0,0.04727116943847804,0.0,0,0,42.24882944322,1,1,0
523.0,downpour,medium,0.0,Kashmir,74.98449748,33.95130112,2008-05-05,1596,2.419500107,292.5265818,0.1454045027,-0.1823872328,7.011182785,7.0,4.76798439,10.08704805,13.83456802,59.72661829,1,,,,,0.47268381853301467,0.7291191192538586,0.2316315307326937,1.1155790843518263,0,0,3.861522170772,0,0,0
568.0,rain,medium,0.0,Himachal Pradesh,77.19300105,31.20770097,2008-06-03,863,28.00075771,214.7162521,0.7530508041,-0.6975744963,3.027746201,7.0,0.0,0.0,14.74694157,20.26976824,1,,,,,0.0,0.0,0.7275338028235887,0.0,0,0,24.16465390373,1,0,0
588.0,rain,medium,0.0,Kashmir,75.09439649,32.56589855,2008-6-15,346,10.8066246,115.0892786,0.5288136601,-0.5209366679,10.48916817,7.0,6.253404617,10.75988388,15.6116147,23.46040547,1,,,,,0.5811777047727767,0.6892229975416957,0.6654452208834735,0.7206441193248635,0,0,3.7390921115999998,0,0,0
592.0,rain,medium,0.0,Himachal Pradesh,77.24659945,32.37120083,2008-6-18,3971,7.51810232,119.382353,-0.007048627827,-0.009127235971,0.08035057783,7.0,4.556630611,6.834945917,10.4067471,15.52103591,1,,,,,0.6666666666178978,0.6567802456735015,0.6704930753555611,0.5000000001097301,0,0,29.854384312719997,0,0,0
653.0,rain,medium,14.0,Uttarakhand,80.10000051,29.33000027,2008-7-18,1622,12.5004036,48.91766156,0.5293320417,-0.5604258776,5.987045288,4.0,35.49407387,63.62571335,117.0990658,199.9647913,1,,,,,0.5578573818850552,0.5433494530064816,0.5855984197954153,0.7925728554866501,0,0,20.275654639200003,0,0,0
697.0,rain,medium,0.0,Himachal Pradesh,77.08999582,31.13000113,2008-08-08,1684,27.17915324,203.8991554,0.4905585349,-0.545134306,1.162033677,7.0,15.66091514,21.11376452,47.6853435,102.4543684,1,,,,,0.7417395948110157,0.44277262089975294,0.46543006652315666,0.3481820398906778,0,0,45.769694056160006,1,0,0
715.0,monsoon,medium,0.0,Himachal Pradesh,77.12000111,31.0000005,2008-8-14,1440,28.02313098,54.69789115,0.5160865188,-0.5601782203,1.206344247,7.0,20.32681847,42.64458179,72.87363386,106.6475425,1,,,,,0.47665653212635245,0.5851853342722821,0.6833128279538181,1.0979467029204988,0,0,40.3533086112,1,0,0
717.0,downpour,medium,0.0,Kashmir,74.92769745,33.00000096,2008-8-15,968,24.69231765,189.6668447,0.7623720765,-0.695753336,4.684641361,4.0,0.0,33.18674088,102.8524952,329.2927952,1,,,,,0.0,0.322663449393885,0.3123435942093154,0.0,0,0,23.9021634852,0,0,0
725.0,rain,medium,0.0,Himachal Pradesh,77.16000371,31.1000003,2008-8-17,1962,14.66807271,171.6944872,0.4812481403,-0.5440385342,175.2233429,4.0,12.4178009,44.6878047,80.3504622,109.0580351,1,,,,,0.27787896459366684,0.5561611405391518,0.7367679247688921,2.5986890963922606,0,0,28.77875865702,0,0,0
796.0,downpour,medium,0.0,Himachal Pradesh,77.30000164,30.5599987,2008-9-19,897,6.552460502,9.419649756,0.08641295135,-0.1378223598,13.20971107,4.0,14.12536144,14.12536144,23.17146873,40.915766,1,,,,,1.0,0.6096014717319993,0.5663212740536252,0.0,0,0,5.877557070293999,0,1,0
797.0,downpour,large,38.0,Himachal Pradesh,77.16449848,31.1000003,2008-9-19,1883,15.31098475,229.4276441,0.3457968831,-0.374890238,165.8868408,4.0,0.0,0.0,8.12681675,21.40093637,1,,,,,0.0,0.0,0.379741176250224,0.0,0,0,28.830584284249998,0,0,0
798.0,downpour,medium,6.0,Himachal Pradesh,78.31500452,31.58700102,2008-9-19,2792,25.42429645,271.9515329,0.6667419672,-0.5648804903,1.124491572,9.0,0.0,0.0,14.60398197,27.63256884,1,,,,,0.0,0.0,0.5285061282054875,0.0,0,0,70.9846356884,0,0,0
804.0,rain,medium,0.0,Haryana,77.08000297,30.7000011,2008-9-22,939,31.50843533,79.34754323,0.7077285051,-0.6761023402,1.100900173,7.0,25.57441235,34.09921646,34.09921646,43.75060177,1,,,,,0.7500000001466309,1.0,0.7793999414970789,0.33333333307265617,0,0,29.586420774870003,1,0,0
858.0,downpour,medium,2.0,Kashmir,74.63259861,33.65490021,2008-10-22,3010,44.83693775,186.7391963,0.5252385139,-0.5499731898,1.134512305,7.0,0.0,39.11452866,65.19087982,138.2460451,1,,,,,0.0,0.6000000117807889,0.4715569242711017,0.0,0,0,134.95918262749998,0,0,0
940.0,rain,medium,0.0,Kashmir,75.2470003,33.24499735,2008-12-20,1211,10.99181332,274.7807153,0.4374826849,-0.4786918461,2.83843255,7.0,31.20114946,54.6857028,110.6439052,110.6439052,1,,,,,0.5705540545782288,0.4942495720948215,1.0,0.752682312877841,0,0,13.31108593052,0,0,0
942.0,unknown,medium,1.0,Himachal Pradesh,77.08899698,30.89500204,2008-12-21,1655,33.45827122,11.52664432,0.56800735,-0.5716911554,12.16016006,7.0,18.62998009,21.73497677,21.73497677,28.89008904,1,,,,,0.857142857208584,1.0,0.7523333257958003,0.16666666657720508,0,0,55.3734388691,1,1,0
1072.0,downpour,large,15.0,Uttarakhand,80.20980141,29.58849881,2009-08-08,1640,4.258462806,90.0,0.1159780696,-0.1707836539,19.86385918,4.0,38.90457249,60.72250462,155.3443098,314.8811626,1,,,,,0.6406944630078073,0.39088978990075635,0.4933426582819661,0.5608063714260854,0,0,6.983879001839999,0,0,0
1097.0,continuous_rain,medium,0.0,Uttarakhand,80.1326991,29.40850274,2009-8-17,1646,20.40510258,87.50594412,0.6778227687,-0.6421214342,1.637311697,7.0,58.94232464,95.85460377,173.5616722,341.9181137,1,,,,,0.6149138624726903,0.5522797893969588,0.5076118089265185,0.6262440335607367,0,0,33.586798846680004,0,0,0
1130.0,downpour,medium,3.0,Uttarakhand,78.5658022,29.70360159,2009-09-01,432,30.39457556,335.6041124,0.6681839228,-0.5800254941,1.06324017,7.0,0.0,56.58259964,56.58259964,315.0776358,1,,,,,0.0,1.0,0.17958303989533744,0.0,0,0,13.13045664192,1,1,0
1134.0,rain,medium,0.0,Himachal Pradesh,77.22339429,32.3510011,2009-09-03,3272,11.93173647,174.7972153,0.2569794953,-0.3721671104,0.4953711331,7.0,27.6710434,47.69182014,47.69182014,112.8987751,1,,,,,0.5802052284599596,1.0,0.42242991651377093,0.7235280741166413,0,0,39.040641729840004,0,0,0
1149.0,downpour,medium,0.0,Himachal Pradesh,76.90010054,31.54940188,2009-09-09,861,1.854334169,0.0,0.5718998313,-0.5425184965,14.07085609,4.0,0.0,28.35188293,220.2834396,323.9469452,1,,,,,0.0,0.12870637475736962,0.6799985085952895,0.0,0,0,1.596581719509,0,1,0
1153.0,downpour,medium,0.0,Himachal Pradesh,78.61669838,31.88329937,2009-9-10,3296,29.40437876,329.5086705,0.09433431923,-0.176762253,0.4603001475,9.0,28.94133067,42.43570209,42.43570209,42.43570209,1,,,,,0.6820042851799556,1.0,1.0,0.466266446897965,0,0,96.91683239296,0,1,1
1154.0,downpour,medium,0.0,Himachal Pradesh,77.5795962,32.40349809,2009-9-10,4373,4.627367506,0.0,-0.05050310493,0.05299560353,0.002441520104,9.0,5.505983353,11.47355652,41.58548069,48.19197607,1,,,,,0.4798846236912075,0.27590294327796555,0.8629129594021231,1.083834218958998,0,0,20.235478103737996,0,1,0
1157.0,downpour,small,0.0,Himachal Pradesh,77.16249634,31.10320193,2009-9-12,2032,30.66779271,144.9795921,0.6926863194,-0.6534693241,186.5897217,7.0,0.0,0.0,258.9176941,378.8428879,1,,,,,0.0,0.0,0.6834434599926932,0.0,0,0,62.316954786720004,0,0,0
1384.0,downpour,medium,0.0,Kashmir,74.94890048,33.02890039,2010-01-03,1759,41.06800136,330.8249235,0.1665779799,-0.1673519313,4.429538727,4.0,0.0,0.0,8.18110466,29.14419198,1,,,,,0.0,0.0,0.28071132202307164,0.0,0,0,72.23861439224,1,1,1
1475.0,downpour,medium,0.0,Kashmir,75.80110158,33.15949855,2010-02-06,1134,35.31251983,295.7339005,0.4143538475,-0.4699385464,1.726761699,7.0,4.874398232,4.874398232,19.89952707,23.52687311,1,,,,,1.0,0.2449504561014675,0.8458211585092363,0.0,0,0,40.044397487219996,1,0,0
1487.0,downpour,medium,1.0,Kashmir,74.02249994,34.08760246,2010-02-08,1391,7.844665282,96.74740103,0.6263076067,-0.6303425431,5.314298153,7.0,67.98355007,67.98355007,86.41662765,102.7560549,1,,,,,1.0,0.786695245101942,0.8409881805417581,0.0,0,0,10.911929407261999,0,0,0
1498.0,rain,medium,0.0,Kashmir,74.12130024,34.15100196,2010-2-10,1444,11.20817047,191.3867451,0.3195876181,-0.3312825263,3.060091496,7.0,49.37096024,87.32422543,102.8687086,115.5268714,1,,,,,0.5653753010334603,0.8488900718055674,0.8904310084173196,0.768736621801626,0,0,16.18459815868,0,0,0
1521.0,downpour,medium,2.0,Uttarakhand,78.50939903,30.38299914,2010-2-23,725,7.063613384,229.216866,-0.4088027775,0.7110117674,1.546506643,4.0,0.0,0.0,5.012580395,52.60159338,1,,,,,0.0,0.0,0.09529331856524838,0.0,0,0,5.1211197034,0,0,0
1526.0,downpour,medium,2.0,Kashmir,74.94020077,33.00969951,2010-2-26,1386,30.78374342,218.0000553,0.6729179025,-0.6353572011,4.367264271,4.0,4.140175223,4.140175223,4.140175223,79.60019362,1,,,,,1.0,1.0,0.052012125030305924,0.0,0,0,42.66626838012,1,0,0
1768.0,downpour,medium,0.0,Kashmir,76.34158922,34.38662978,2010-4-20,3268,22.89124234,232.1634724,0.05893417075,-0.1362586617,0.5433402061,9.0,5.598295629,5.598295629,10.71009678,33.56761688,1,,,,,1.0,0.5227119552695583,0.3190603854389558,0.0,0,0,74.80857996712001,0,0,1
1769.0,downpour,medium,0.0,Kashmir,76.34149112,34.38667437,2010-4-20,3260,25.59656578,227.4810804,0.05256199837,-0.1178903803,0.5433402061,9.0,5.598295629,5.598295629,10.71009678,33.56761688,1,,,,,1.0,0.5227119552695583,0.3190603854389558,0.0,0,0,83.4448044428,0,0,1
1871.0,downpour,medium,0.0,Kashmir,75.62329938,34.39509761,2010-5-17,3873,27.97783901,347.1981769,-0.007905383594,0.003964469302,0.2812661231,7.0,15.48680067,49.9033308,87.8384757,132.0182707,1,,,,,0.31033601208038,0.5681261019423632,0.665350903585196,2.222313753716054,0,0,108.35817048573,0,1,1
1901.0,downpour,medium,0.0,Kashmir,74.02559456,34.09000146,2010-5-25,1314,16.32661026,27.84663036,0.4909233153,-0.4782005847,11.07407379,7.0,9.77986145,9.77986145,49.26773834,138.4040961,1,,,,,1.0,0.19850437181647174,0.3559702330226049,0.0,0,0,21.453165881639997,0,1,0
1908.0,rain,medium,0.0,Kashmir,77.60009914,34.56279994,2010-5-27,3117,0.0,0.0,0.009015653282,-0.03241564706,0.01900626346,9.0,0.0,4.962259769,18.23122597,24.37190104,1,,,,,0.0,0.2721846450241766,0.7480428358903266,0.0,0,0,0.0,0,1,0
1946.0,downpour,medium,0.0,Kashmir,74.02559456,34.09009956,2010-06-05,1314,16.32661026,27.84663036,0.4909233153,-0.4782005847,11.07407379,7.0,133.9133797,133.9133797,160.5367317,255.0224848,1,,,,,1.0,0.8341603711619602,0.6295003039669229,0.0,1,0,21.453165881639997,0,1,0
1962.0,downpour,medium,0.0,Himachal Pradesh,77.17235987,31.0990728,2010-06-09,2071,18.68215548,231.5113643,0.4174957573,-0.4690861702,192.4033356,7.0,99.9968605,126.325634,126.325634,126.325634,1,,,,,0.7915801198353772,1.0,1.0,0.263296001177957,0,0,38.69074399908,0,0,0
2040.0,downpour,medium,0.0,Uttarakhand,78.32969726,30.63800176,2010-07-06,905,41.52803343,273.1434912,0.7361952662,-0.6668501496,5.531934738,4.0,129.7547913,129.7547913,234.0347061,234.0347061,1,,,,,1.0,0.5544254245973136,1.0,0.0,1,0,37.58287025415,1,0,0
2041.0,downpour,medium,0.0,Uttarakhand,78.88469481,30.24849928,2010-07-06,929,26.67449429,42.17521758,0.6966044903,-0.6618102193,1.367909908,7.0,64.119133,64.119133,80.59339809,126.0054672,1,,,,,1.0,0.795587908185694,0.639602390919114,0.0,0,0,24.78060519541,1,1,0
2046.0,downpour,medium,0.0,Himachal Pradesh,77.24980108,32.3732966,2010-07-07,3948,7.790474485,325.918294,-0.01734160632,0.01384021249,0.08052168041,7.0,0.0,0.0,0.0,42.09329319,1,,,,,0.0,0.0,0.0,0.0,0,0,30.756793266779997,0,1,0
2047.0,downpour,medium,0.0,Himachal Pradesh,78.07199689,32.21900279,2010-07-07,3597,3.413141369,105.7487605,0.1383663118,-0.2440266162,0.3334175944,9.0,9.648777962,9.648777962,9.648777962,44.96586227,1,,,,,1.0,1.0,0.214580071968005,0.0,0,0,12.277069504293,0,0,0
2048.0,downpour,medium,0.0,Himachal Pradesh,76.8529946,32.65980276,2010-07-07,3669,26.18268971,188.9994026,0.2409567237,-0.2719784081,0.05917047709,9.0,0.0,0.0,0.0,0.0,1,,,,,0.0,0.0,0.0,0.0,0,0,96.06428854599,0,0,1
2049.0,downpour,medium,0.0,Himachal Pradesh,77.95210058,31.50410187,2010-07-07,3587,35.67414292,208.427978,0.2205604166,-0.3695403636,0.06399606913,9.0,81.99653244,81.99653244,129.8859215,177.7753105,1,,,,,1.0,0.6312965369383778,0.7306184482799708,0.0,0,0,127.96315065404,0,0,1
2050.0,downpour,medium,0.0,Himachal Pradesh,78.43540025,31.64500055,2010-07-07,2874,26.04448665,76.59270059,0.1061726436,-0.173951894,0.1329344809,9.0,48.80460262,48.80460262,62.05448246,136.7220483,1,,,,,1.0,0.7864798913029238,0.45387326500432484,0.0,0,0,74.8518546321,0,0,1
2051.0,downpour,medium,0.0,Himachal Pradesh,77.17929824,31.1011017,2010-07-07,2270,22.23075682,283.7471042,0.6114932299,-0.591766119,13.91370201,4.0,199.4525795,199.4525795,227.951932,384.9971759,1,,,,,1.0,0.8749764818839089,0.5920872834122002,0.0,1,0,50.463817981400005,0,0,0
2056.0,downpour,medium,0.0,Himachal Pradesh,77.21060113,32.30400217,2010-7-11,3100,17.85532021,197.2938362,0.7626421452,-0.7309815288,0.2567324042,7.0,0.0,0.0,0.0,21.29440594,1,,,,,0.0,0.0,0.0,0.0,0,0,55.351492650999994,0,0,0
2091.0,downpour,medium,0.0,Himachal Pradesh,77.54350423,30.63579896,2010-7-17,1646,30.54266259,322.7124173,0.675943315,-0.6443399787,1.004412651,7.0,13.31385136,100.1839609,340.0127945,451.0935974,1,,,,,0.13289404052700016,0.29464762067946243,0.7537522067698493,6.524791902138226,0,1,50.27322262314,1,1,0
2103.0,downpour,medium,0.0,Uttarakhand,78.61150353,29.98620158,2010-7-20,1025,35.78134233,164.970696,0.619197309,-0.6477811933,0.6931651831,6.0,62.05520248,62.05520248,182.394928,375.1857834,1,,,,,1.0,0.34022438650267733,0.48614562723327326,0.0,0,0,36.675875888250005,1,0,0
2104.0,downpour,medium,0.0,Uttarakhand,80.12600153,29.3600011,2010-7-20,1380,22.97868216,74.50059436,0.776843369,-0.676184535,0.6051058173,7.0,37.17757225,63.53882122,146.696681,234.1414452,1,,,,,0.5851158635958087,0.4331305983671164,0.626530176555005,0.7090632167354609,0,0,31.7105813808,0,0,0
2105.0,downpour,medium,1.0,Uttarakhand,79.55190118,29.35759764,2010-7-20,1338,4.248813237,270.0,0.2417061329,-0.3222682178,8.648342133,4.0,56.41221619,72.52999115,170.1840591,285.228817,1,,,,,0.7777777895123872,0.42618557539153207,0.5966580126439329,0.2857142663162583,0,0,5.684912111106001,0,0,0
2118.0,downpour,medium,1.0,Uttarakhand,75.20300235,33.38930278,2010-7-22,1556,4.434450612,270.0,0.425411731,-0.4825031757,4.850820065,7.0,33.57326794,47.00257492,93.72508717,133.6249461,1,,,,,0.7142857172642745,0.5014940646013593,0.7014041158142701,0.399999994162022,0,0,6.900005152272,0,0,0
2120.0,downpour,medium,0.0,Kashmir,79.66280349,29.60950118,2010-7-22,1489,23.41786317,261.4018728,0.5572407246,-0.5634099245,12.02193928,4.0,26.17913628,69.81102848,127.6648397,268.8060179,1,,,,,0.37500000859463056,0.5468305027762472,0.47493296726523926,1.6666666055492951,0,0,34.869198260130005,0,0,0
2135.0,downpour,medium,0.0,Himachal Pradesh,76.36409876,32.20670013,2010-7-25,1311,9.162713798,225.3704132,0.681233108,-0.6307144761,4.784786224,7.0,130.9026947,224.6452084,424.3415451,645.7875214,1,,,,,0.58270859918328,0.5293971589490731,0.6570915835909493,0.716123636070572,1,1,12.012317789177999,0,0,0
2136.0,downpour,medium,0.0,Himachal Pradesh,77.09690297,30.90400051,2010-7-25,1445,20.20227443,235.1177418,0.5523190498,-0.5682430863,16.43463516,7.0,120.908041,136.1322489,298.8226318,513.9704247,1,,,,,0.8881660442472863,0.45556204387863236,0.5814004414250492,0.12591559481143202,1,1,29.19228655135,0,0,0
2137.0,downpour,medium,0.0,Himachal Pradesh,77.28890294,30.55890176,2010-7-25,883,11.03895424,240.1411004,0.11998564,-0.1533529758,13.84407902,4.0,73.18729401,95.65033913,237.0990496,451.3516874,1,,,,,0.7651545689820284,0.40341932745562553,0.5253088804559546,0.3069254769404475,0,1,9.747396593920001,0,0,0
2138.0,downpour,medium,0.0,Himachal Pradesh,77.16750391,31.09309761,2010-7-25,1920,26.00028668,195.7419466,0.3452976346,-0.4160844982,10.92442608,4.0,55.29340744,72.73439598,225.7105293,440.7260141,1,,,,,0.7602098937510143,0.32224635778212235,0.5121334390957614,0.31542618455781674,0,1,49.9205504256,1,0,0
2139.0,downpour,medium,2.0,Himachal Pradesh,77.17269877,31.10540027,2010-7-25,2199,20.89802234,43.88509068,0.2380951345,-0.3169685304,211.3073883,4.0,55.29340744,72.73439598,225.7105293,440.7260141,1,,,,,0.7602098937510143,0.32224635778212235,0.5121334390957614,0.31542618455781674,0,1,45.95475112566,0,1,1
2161.0,downpour,medium,0.0,Uttarakhand,78.45169826,30.74670126,2010-7-29,1174,20.14859954,77.25596783,0.5878775716,-0.5682473183,3.788622618,7.0,81.01282501,188.3612061,304.8350334,564.6824188,1,,,,,0.4300929405123404,0.6179119374800837,0.5398344684571574,1.325078851117082,0,1,23.65445585996,0,0,0
2162.0,downpour,medium,0.0,Uttarakhand,79.3425999,30.40539721,2010-7-29,1052,39.57189005,340.0828408,0.1851444244,-0.1669293493,5.749558449,7.0,34.70096111,91.89253902,165.2205458,292.1910791,1,,,,,0.37762544685425975,0.5561810643770432,0.5654537650804,1.6481266247556103,0,0,41.6296283326,1,1,1
2183.0,downpour,medium,0.0,Himachal Pradesh,77.13249997,31.06550023,2010-7-31,1861,34.96618903,283.3839815,0.6875200868,-0.6465870142,4.531736374,4.0,23.22540283,228.5419922,297.8972168,602.6133499,1,,,,,0.10162422496814132,0.7671840464136891,0.4943422127130676,8.840173445981948,0,1,65.07207778483,1,0,0
2198.0,downpour,medium,0.0,Himachal Pradesh,77.41380236,32.75710035,2010-08-04,4884,9.357350627,207.8559182,-0.01624913886,0.00897213351,0.004040925298,9.0,4.817196369,4.817196369,49.78919649,78.51579142,1,,,,,1.0,0.09675183992912034,0.6341297156856704,0.0,0,0,45.701300462268,0,0,0
